device,HBMBw,HBMBwLow,hbmBwHigh,L2Bw,L2BwLow,L2BwHigh,L1Bw,L1BwLow,L1BwHigh,LDSBw,LDSBwLow,LDSBwHigh,FP32Flops,FP32FlopsLow,FP32FlopsHigh,FP64Flops,FP64FlopsLow,FP64FlopsHigh,MFMABF16Flops,MFMABF16FlopsLow,MFMABF16FlopsHigh,MFMAF16Flops,MFMAF16FlopsLow,MFMAF16FlopsHigh,MFMAF32Flops,MFMAF32FlopsLow,MFMAF32FlopsHigh,MFMAF64Flops,MFMAF64FlopsLow,MFMAF64FlopsHigh,MFMAI8Ops,MFMAFI8OpsLow,MFMAI8OpsHigh
0,1386.7219,1386.3767,1387.0671,4836.8125,4835.8442,4837.7808,9148.8252,9148.1592,9149.4912,21113.115,21105.869,21120.361,21178.17,21176.92,21179.42,20350.449,20349.4,20351.498,171818.36,171810.89,171825.83,163694.75,162883.83,164505.67,41328.641,41327.703,41329.578,41128.297,41122.379,41134.215,166580.09,166576.14,166584.05
