workload_name,command,host_name,host_cpu,host_distro,host_kernel,host_rocmver,date,gpu_soc,numSE,numCU,numSIMD,waveSize,maxWavesPerCU,maxWorkgroupSize,L1,L2,sclk,mclk,cur_sclk,cur_mclk,L2Banks,LDSBanks,name,numSQC,hbmBW,ip_blocks
01_three_kernels,"./a.out",nid005054,AMD EPYC 7A53 64-Core Processor,SUSE Linux Enterprise Server 15 SP4,5.14.21-150400.24.81_12.0.75-cray_shasta_c,5.4.6-148,Tue Jul  2 15:42:46 2024 (EEST),gfx90a,8,110,4,64,32,1024,16,8192,1700,1600,800,1600,32,32,mi200,56,1638.4,roofline|SQ|LDS|SQC|TA|TD|TCP|TCC|SPI|CPC|CPF
